"IDAr_Couleur","Couleur","Etat","Code","TypeVisuel","IDSupportArCouleur","Couleur_AN","NumInterne","Commentaires","IDAr_TypeMotif","RVB_Hex","Reference","MotifCouleur"
410,BLEU MARINE/NOI,1,"1268","",0,"",0,,0,"","",
411,VERT LODEN,1,"0550","",0,"",0,,0,"","",
412,AMANDE,1,AAQJ,"",0,"",0,,0,#00B6D6B1,"",
413,CHLOROPHYLLE FONCE,1,AAPF,"",0,"",0,,0,"","",
414,ROSE SABLE,1,AART,"",0,"",0,,0,"","",
415,VERDURE/BLANC,1,"1784","",0,"",0,,0,"","",
416,CITRON,0,"0244","",0,"",0,,0,"","",
417,BLACK/SILVER,1,B202,"",0,"",0,,0,"","",
418,MUSCADE,1,"0604","",0,"",0,,0,"","",
419,ROUGE EXOTIQUE,1,AARG,"",0,"",0,,0,"","",
420,WHITE GOLD,0,AARM,"",0,"",0,,0,"","",
421,MOKA,1,G02F,"",0,"",0,,0,#006485AB,"",
422,MOKA,0,"0591","",0,"",0,,0,"","",
423,GRIS STONE,0,"0510","",0,"",0,,0,"","",
424,ROSE POMMETTE,0,Z511,"",0,"",0,,0,"","",
425,ULTRA BLEU,1,"1533","",0,"",0,,0,"","",
426,GREY STONE,1,Z859,"",0,"",0,,0,"","",
427,LIGHT STONE,1,AATG,"",0,"",0,,0,"","",
428,DARK STONE,1,"0288","",0,"",0,,0,"","",
429,FLAMINGO,1,AABX,"",0,"",0,,0,"","",
430,WONDER PINK,1,AAQM,"",0,"",0,,0,"","",
431,MENTHOL,1,"1649","",0,"",0,,0,#00D1D3B0,"",
432,SANGUINE,1,AASO,"",0,"",0,,0,#002D45FF,"",
433,MILK,0,AATC,"",0,"",0,,0,"","",
434,INDIGO DENIM,0,AASR,"",0,"",0,,0,"","",
435,VIOLET,0,"0898","",0,"",0,,0,"","",
436,NOIR/WHITE GOLD,1,AARS,"",0,"",0,,0,"","",
437,ECRU/INDIGO,1,B709,"",0,"",0,,0,"","",
438,NOIR/DORE,0,"1281","",0,"",0,,0,"","",
439,ROSE POUDRE CHINE,1,C944,"",0,"",0,,0,"","",
440,SANGRIA CHINE,1,AAPI,"",0,"",0,,0,"","",
441,SANGRIA CHINE/NOIR,1,"1824","",0,"",0,,0,"","",
442,GRIS ANTHRACITE/NOIR,1,AAOU,"",0,"",0,,0,"","",
443,BEIGE CHINE/ECRU,1,AAPA,"",0,"",0,,0,"","",
444,CARAMEL CHINE/NOIR,1,AATE,"",0,"",0,,0,"","",
445,CRANBERRY/NOIR,1,AARH,"",0,"",0,,0,"","",
446,BLEU MARINE/SAND,1,AASL,"",0,"",0,,0,"","",
447,VERT BOHEME/ECRU,1,AASK,"",0,"",0,,0,"","",
448,ECRU/RUBIS,1,AASY,"",0,"",0,,0,"","",
449,ECRU/VERT BOHEME,1,AASN,"",0,"",0,,0,"","",
450,FRESH CORAIL,1,AARK,"",0,"",0,,0,"","",
451,BLEU MARINE/SANGUINE,1,AASX,"",0,"",0,,0,"","",
452,NOIR/VERT BRESIL,1,AASZ,"",0,"",0,,0,"","",
453,ECRU/AMAZONIE,1,AATD,"",0,"",0,,0,"","",
454,BLEU MARINE/OCRE,1,"1603","",0,"",0,,0,"","",
455,ECRU/WONDERPINK,1,AATB,"",0,"",0,,0,"","",
456,MIEL,1,"0587","",0,"",0,,0,"","",
457,GRIS CHINE/SILVER,1,AALS,"",0,"",0,,0,"","",
458,ANTHRACITE CHINE,1,C922,"",0,"",0,,0,"","",
459,BLANC/NOIR,1,Z209,"",0,"",0,,0,"","",
460,ORANGE FLASH,1,AAQL,"",0,"",0,,0,"","",
461,ECRU/LIPSTICK,1,AALX,"",0,"",0,,0,"","",
462,ARGILE,0,"0047","",0,"",0,,0,"","",
463,BORDEAUX,0,"0150","",0,"",0,,0,"","",
464,LIN,1,G007,"",0,"",0,,0,"","",
465,DUNE,1,G063,"",0,"",0,,0,"","",
466,LEJOY MULTICOLORE,1,G06W,"",0,"",0,,0,"","",
467,BEIGE SAFARI,1,G06N,"",0,"",0,,0,"","",
468,INDIGO,1,G06M,"",0,"",0,,0,"","",
469,ORCHIDEE,1,G073,"",0,"",0,,0,"","",
470,LILARAYURE MULTICO,1,G00R,"",0,"",0,,0,"","",
471,CAROLINA TERRACOTTA,1,G038,"",0,"",0,,0,"","",
472,MANUELLA BLANC,1,G034,"",0,"",0,,0,"","",
473,FIGUE,1,G02S,"",0,"",0,,0,"","",
474,INDIGO DENIM,1,G001,"",0,"",0,,0,"","",
475,NOIR MOTIF,1,G013,"",0,"",0,,0,"","",
476,NIGHT MULTICO,1,G02Z,"",0,"",0,,0,"","",
477,TARAMA,1,G009,"",0,"",0,,0,"","",
478,BLEU CERAMIQUE,1,G02M,"",0,"",0,,0,"","",
479,AMETHYSTE,1,G02W,"",0,"",0,,0,"","",
480,TRAIN FIGUE,1,G02X,"",0,"",0,,0,"","",
481,EPICES,1,"1750","",0,"",0,,0,"","",
482,LEPAROS,1,G064,"",0,"",0,,0,"","",
483,OUTREMER,1,G047,"",0,"",0,,0,"","",
484,BLEU MARINE MOTIF,1,G014,"",0,"",0,,0,"","",
485,CASHMERE MULTICO,1,G05L,"",0,"",0,,0,"","",
486,MILK,1,G01D,"",0,"",0,,0,"","",
487,CHERRY ECRU,1,G05E,"",0,"",0,,0,"","",
488,ECRU / VERT BRESIL,1,G09N,"",0,"",0,,0,"","",
489,TESSA ECRU,1,G087,"",0,"",0,,0,"","",
490,ECRU/JAUNE FLUO,1,G00K,"",0,"",0,,0,"","",
491,MILANA ROUGE,1,G05K,"",0,"",0,,0,"","",
492,LIPSTICK MOTIF,1,G05M,"",0,"",0,,0,"","",
493,POUDRE,1,G067,"",0,"",0,,0,"","",
494,SUGAR,1,G002,"",0,"",0,,0,"","",
495,BLEU MOTIF,1,G06Z,"",0,"",0,,0,"","",
496,LECAPE MULTICOLORE,1,G00D,"",0,"",0,,0,"","",
497,JANE VERT,1,G06T,"",0,"",0,,0,"","",
498,ROSE MOTIF,1,G07H,"",0,"",0,,0,"","",
499,LENITA ECRU,1,G06O,"",0,"",0,,0,"","",
500,SOPHIE ECRU,1,G07S,"",0,"",0,,0,"","",
501,LEFALL ROSE,1,G06Y,"",0,"",0,,0,"","",
502,VOLCAN,1,G006,"",0,"",0,,0,"","",
503,ROUGE MOTIF,1,G07Z,"",0,"",0,,0,"","",
504,JAUNE MOTIF,1,G089,"",0,"",0,,0,"","",
505,LEDYE MULTICOLORE,1,G00O,"",0,"",0,,0,"","",
506,SUMMER MULTICO,1,G083,"",0,"",0,,0,"","",
507,FROUFROU ECRU,1,G086,"",0,"",0,,0,"","",
508,ECRU MOTIF,1,G05F,"",0,"",0,,0,"","",
509,LEMIMOSA BLEU MARINE,1,G00J,"",0,"",0,,0,"","",
510,LESOLAR MULTICOLORE,1,G00B,"",0,"",0,,0,"","",
511,NOUGAT,1,G00N,"",0,"",0,,0,"","",
512,LIDYLLE SUGAR,1,G00C,"",0,"",0,,0,"","",
513,LAMOUR LIPSTICK,1,G00G,"",0,"",0,,0,"","",
514,WAXY BEIGE,1,G01X,"",0,"",0,,0,"","",
515,JAUNE EPIS,1,G008,"",0,"",0,,0,"","",
516,HIQUETINA ECRU/INDIG,1,G02I,"",0,"",0,,0,"","",
517,LAPALMA ECRU,1,G01Y,"",0,"",0,,0,"","",
518,LOLITA NOIR,1,G01S,"",0,"",0,,0,"","",
519,SENORITA NOIR,1,G02N,"",0,"",0,,0,"","",
520,LEJARDIN ROSE,1,G00F,"",0,"",0,,0,"","",
521,ECRU/MARAIS,1,AANA,"",0,"",0,,0,"","",
522,GARDENIA VERT,1,G08S,"",0,"",0,,0,"","",
523,EDIVINE NUDE,1,G00Y,"",0,"",0,,0,"","",
524,MORA VERT,1,G041,"",0,"",0,,0,"","",
525,NIGHT MULTICO/NOIR,1,G032,"",0,"",0,,0,"","",
526,ECRU/LIMONCELLO,1,G00S,"",0,"",0,,0,"","",
527,NEW CURCUMA,1,G04Q,"",0,"",0,,0,"","",
528,NOISETTE,1,G00E,"",0,"",0,,0,"","",
529,MORDORE,1,G01L,"",0,"",0,,0,"","",
530,ORANGEADE,1,G062,"",0,"",0,,0,"","",
531,BOIS FLOTTE,1,G03D,"",0,"",0,,0,"","",
532,CHERRY BLEU MARINE,1,G05D,"",0,"",0,,0,"","",
533,ALMA ECRU,1,G07L,"",0,"",0,,0,"","",
534,PALMITA ECRU,1,G06V,"",0,"",0,,0,"","",
535,TESSA NOIR,1,G07C,"",0,"",0,,0,"","",
536,ALMA BIS ECRU,1,G07M,"",0,"",0,,0,"","",
537,DEEP BLEACH,1,G00T,"",0,"",0,,0,"","",
538,DANIELE ECRU,1,G07R,"",0,"",0,,0,"","",
539,ECRU/JAUNE EPIS,1,G00X,"",0,"",0,,0,"","",
540,CARLA NOIR/ECRU,1,G01U,"",0,"",0,,0,"","",
541,BLUE 70'S,1,G02T,"",0,"",0,,0,"","",
542,VERT BOUTEILLE,1,G030,"",0,"",0,,0,"","",
543,AGATHE MULTICO,1,G02Y,"",0,"",0,,0,"","",
544,ROUGE IDYLLE,1,G017,"",0,"",0,,0,"","",
545,GRIS STONE,1,G05O,"",0,"",0,,0,"","",
546,BLUE DENIM,1,G02U,"",0,"",0,,0,"","",
547,PETUNIA,1,G01K,"",0,"",0,,0,"","",
548,OLIVIA ROSE,1,G036,"",0,"",0,,0,"","",
549,VERT FONCE MOTIF,1,G03Z,"",0,"",0,,0,"","",
550,VERT BOUTEILLE CHINE,1,G03G,"",0,"",0,,0,"","",
551,FOREST BLEU,1,G04M,"",0,"",0,,0,"","",
552,IPANE OCRE,1,G04K,"",0,"",0,,0,"","",
553,ECRU/ROSE,1,G06D,"",0,"",0,,0,"","",
554,LAMEE FANTAISIE,1,G06Q,"",0,"",0,,0,"","",
555,VERT LACTE,1,G066,"",0,"",0,,0,"","",
556,DUCHESS BLANC,1,G06K,"",0,"",0,,0,"","",
557,QUEEN BLEU,1,G06J,"",0,"",0,,0,"","",
558,PRINCESS ORANGE,1,G06L,"",0,"",0,,0,"","",
559,JAUNE FLUO,1,G005,"",0,"",0,,0,"","",
560,CALIN VERT,1,G06S,"",0,"",0,,0,"","",
561,VERT MOTIF,1,G06X,"",0,"",0,,0,"","",
562,ROSE POMMETTE,1,G074,"",0,"",0,,0,"","",
563,CHERRY,1,G08N,"",0,"",0,,0,"","",
564,ECRU/LIN,1,G01H,"",0,"",0,,0,"","",
565,MUYBIEN NOIR,1,G037,"",0,"",0,,0,"","",
566,CARMEN MILK,1,G035,"",0,"",0,,0,"","",
567,LINDA BLEU,1,G042,"",0,"",0,,0,"","",
568,CAROLINA CURRY,1,G039,"",0,"",0,,0,"","",
569,LIMONCELLO,1,AAPZ,"",0,"",0,,0,"","",
570,LIPSTICK CHINE,1,G055,"",0,"",0,,0,"","",
571,ECRU/ORANGEADE,1,G068,"",0,"",0,,0,"","",
572,FIGUE CHINE,1,G033,"",0,"",0,,0,"","",
573,ROSE DES SABLES,1,G03H,"",0,"",0,,0,"","",
574,BLEU PENSEE,1,G03N,"",0,"",0,,0,"","",
575,LIPSTICK/ECRU,1,Z354,"",0,"",0,,0,"","",
576,ROUGE BABOUSHKA,1,G0AD,"",0,"",0,,0,"","",
577,MENTHE/ECRU,1,G088,"",0,"",0,,0,"","",
578,MASTIC CHINE,1,"1017","",0,"",0,,0,"","",
579,CLOUD,1,G004,"",0,"",0,,0,"","",
580,BLEU MARINE/EPICES,1,G00M,"",0,"",0,,0,"","",
581,BLEU MARINE/ROUGE,1,G01R,"",0,"",0,,0,"","",
582,ECRU/ROSALIE,1,G04P,"",0,"",0,,0,"","",
583,BEIGE/ECRU,1,G05J,"",0,"",0,,0,"","",
584,ROSE MUSE,1,G04G,"",0,"",0,,0,"","",
585,SPICE BLUSH/ECRU,1,G015,"",0,"",0,,0,"","",
586,ENAT MULTICOLOR,1,G010,"",0,"",0,,0,"","",
587,ROSE GOLD,1,G02P,"",0,"",0,,0,"","",
588,JAUNE,1,G04D,"",0,"",0,,0,"","",
589,LAMOUR ECRU,1,G00H,"",0,"",0,,0,"","",
590,TOURNESOL,1,G03A,"",0,"",0,,0,"","",
591,HIBISCUS,1,G03C,"",0,"",0,,0,"","",
592,EKISS NOIR/ROUGE,1,G07X,"",0,"",0,,0,"","",
593,TERRE CUITE,1,G08X,"",0,"",0,,0,"","",
594,LAGON,1,G01N,"",0,"",0,,0,"","",
595,SAVANE MULTICO,1,G08U,"",0,"",0,,0,"","",
596,CAMEL MOTIF,1,G07I,"",0,"",0,,0,"","",
597,DARK EPICEA,1,G03S,"",0,"",0,,0,"","",
598,NOIR/BLANC MOTIF,1,G04I,"",0,"",0,,0,"","",
599,CRAZY NOIR,1,G08Y,"",0,"",0,,0,"","",
600,MILADY BLEU MARINE,1,G08Z,"",0,"",0,,0,"","",
601,DENIM BABY BLUE,1,G08G,"",0,"",0,,0,"","",
602,DENIM GREY,1,G03T,"",0,"",0,,0,"","",
603,LADDICT NOIR,1,G07U,"",0,"",0,,0,"","",
604,INA MOTIF,1,G09M,"",0,"",0,,0,"","",
605,LOVE MOTIF,1,G09J,"",0,"",0,,0,"","",
606,FRIDAY NOIR,1,G0AW,"",0,"",0,,0,"","",
607,CLAIRE MOTIF,1,G0AR,"",0,"",0,,0,"","",
608,FLEUR MOTIF,1,G0AS,"",0,"",0,,0,"","",
609,VIOLETTE  MAUVE,1,G0C2,"",0,"",0,,0,"","",
610,POWER MOTIF,1,G0C7,"",0,"",0,,0,"","",
611,ULTRAVIOLET,1,G0C6,"",0,"",0,,0,"","",
612,MANIA MOTIF,1,G0CC,"",0,"",0,,0,"","",
613,GEOM MOTIF,1,G0C5,"",0,"",0,,0,"","",
614,BELINDA MOTIF,1,G0C3,"",0,"",0,,0,"","",
615,EPICEA,1,G03R,"",0,"",0,,0,"","",
616,LERHAPSO DARK EPICEA,1,G043,"",0,"",0,,0,"","",
617,BOURGOGNE,1,G03U,"",0,"",0,,0,"","",
618,LESEPTEMBER NOIR,1,G044,"",0,"",0,,0,"","",
619,LESUNSET ECRU,1,G046,"",0,"",0,,0,"","",
620,LAVIE NOIR,1,G049,"",0,"",0,,0,"","",
621,LACHOUCHOU NOIR,1,G04N,"",0,"",0,,0,"","",
622,LELEGANZA MARINE,1,G045,"",0,"",0,,0,"","",
623,LEKISSOU ROUGE,1,G07V,"",0,"",0,,0,"","",
624,LETURKISH BLEU,1,G07T,"",0,"",0,,0,"","",
625,POPPY RED,1,"0754","",0,"",0,,0,"","",
626,SWAN ECRU,1,G08T,"",0,"",0,,0,"","",
627,MASALA,1,G03Q,"",0,"",0,,0,"","",
628,GRIS CHINE FONCE,1,G09G,"",0,"",0,,0,"","",
629,LAVANDOUX,1,G09H,"",0,"",0,,0,"","",
630,LILAS,1,G0BU,"",0,"",0,,0,"","",
631,CANNELLE,1,G03K,"",0,"",0,,0,"","",
632,ASUZA MULTICOLORE,1,G0BH,"",0,"",0,,0,"","",
633,VIOLET MOTIF,1,G0AZ,"",0,"",0,,0,"","",
634,AFAN GRIS,1,G051,"",0,"",0,,0,"","",
635,LEO BEIGE,1,G04U,"",0,"",0,,0,"","",
636,AMIA BLEU MARIN/NOIR,1,G069,"",0,"",0,,0,"","",
637,AHELLO NOIR/BLC,1,G076,"",0,"",0,,0,"","",
638,BLEU CIEL PASTEL,1,G08M,"",0,"",0,,0,"","",
639,ASONGE GRIS,1,G0AI,"",0,"",0,,0,"","",
640,ATEMBER BEIGE,1,G05T,"",0,"",0,,0,"","",
641,AISY NOIR/GRIS,1,G05S,"",0,"",0,,0,"","",
642,VADIM MOTIF,1,G0B7,"",0,"",0,,0,"","",
643,NOIR/GOLD,1,G0AV,"",0,"",0,,0,"","",
644,YVETTE MOTIF,1,G0C1,"",0,"",0,,0,"","",
645,ECLARENCE BEIGE,1,G05V,"",0,"",0,,0,"","",
646,ECORA NOIR/BLANC,1,G04T,"",0,"",0,,0,"","",
647,BLEU GITANE,1,G07O,"",0,"",0,,0,"","",
648,SHANA  RAISIN,1,G0BI,"",0,"",0,,0,"","",
649,GUN METAL,1,G057,"",0,"",0,,0,"","",
650,LIFE BLEU MARINE,1,G097,"",0,"",0,,0,"","",
651,HELLO BEIGE,1,G052,"",0,"",0,,0,"","",
652,BROWN WINE,1,G06I,"",0,"",0,,0,"","",
653,LIE DE VIN,1,"0538","",0,"",0,,0,"","",
654,WHITE GOLD,1,G056,"",0,"",0,,0,"","",
655,GREEN DUCK,1,G06H,"",0,"",0,,0,"","",
656,CARREAUX GRIS,1,G080,"",0,"",0,,0,"","",
657,TRIPLE STONE,1,G03X,"",0,"",0,,0,"","",
658,ARGILE,1,G020,"",0,"",0,,0,"","",
659,CLOUD,0,AAKJ,"",0,"",0,,0,"","",
660,EPRINCE GRIS,1,G075,"",0,"",0,,0,"","",
661,DENIM INDIGO,1,G03W,"",0,"",0,,0,"","",
662,EHELLO SANS POIS,1,G05W,"",0,"",0,,0,"","",
663,EPOULE MULTICO,1,G050,"",0,"",0,,0,"","",
664,GRIS CLAIR STONE,1,G078,"",0,"",0,,0,"","",
665,EYOU NOIR,1,G07Y,"",0,"",0,,0,"","",
666,CANARD,1,G0AE,"",0,"",0,,0,"","",
667,TAMARA MOTIF,1,G09L,"",0,"",0,,0,"","",
668,CRAVATE MOTIF,1,G0C4,"",0,"",0,,0,"","",
669,VIOLINE,1,G0B3,"",0,"",0,,0,"","",
670,DEEP CASSIS,1,G03M,"",0,"",0,,0,"","",
671,ESODIA ANTHRACITE,1,G04H,"",0,"",0,,0,"","",
672,AUBERGINE,1,G03L,"",0,"",0,,0,"","",
673,MILADY NAVY 2 NOIR,1,G09U,"",0,"",0,,0,"","",
674,ROSE SENSUEL,1,G08Q,"",0,"",0,,0,"","",
675,MARAIS/ECRU,1,G099,"",0,"",0,,0,"","",
676,ECRU / MOUTARDE,1,G07G,"",0,"",0,,0,"","",
677,ROSE SABLE CHINE,1,G0AC,"",0,"",0,,0,"","",
678,ROUGE D'ORIENT /NOIR,1,G0BE,"",0,"",0,,0,"","",
679,RAISIN/NOIR,1,G0AP,"",0,"",0,,0,"","",
680,RAISIN CHINE,1,G071,"",0,"",0,,0,"","",
681,CANARD CHINE,1,G0BG,"",0,"",0,,0,"","",
682,MASALA CHINE,1,G0BF,"",0,"",0,,0,"","",
683,SWEET PURPLE,1,G09I,"",0,"",0,,0,"","",
684,ROUGE/ECRU,1,Z378,"",0,"",0,,0,"","",
685,LILAS CHINE,1,G0C8,"",0,"",0,,0,"","",
686,KAKI/GOLD,1,G0CA,"",0,"",0,,0,"","",
687,AMANDE CHINE,1,AARF,"",0,"",0,,0,"","",
688,BOURGOGNE CHINE,1,G04V,"",0,"",0,,0,"","",
689,ECRU/AUBERGINE,1,G058,"",0,"",0,,0,"","",
690,AMIRAL,1,G07J,"",0,"",0,,0,"","",
691,BOIS DE ROSE,1,G09Q,"",0,"",0,,0,#009999CC,"",
692,BOUGAINVILLIERS,1,G0A6,"",0,"",0,,0,"","",
693,ROUGE SYMPHONIQUE,1,G07Q,"",0,"",0,,0,"","",
694,BLEU MARINE/ROUGE,0,"1909","",0,"",0,,0,"","",
695,BLEU PENSEE CHINE,1,G0AB,"",0,"",0,,0,"","",
696,BORDEAUX/BLEU MARINE,1,G0FH,"",0,"",0,,0,"","",
697,BORDEAUX,1,G05G,"",0,"",0,,0,"","",
698,TOURNESOL/CAMEL,1,G060,"",0,"",0,,0,"","",
699,AUBERGINE/BLEU MARIN,1,G05N,"",0,"",0,,0,"","",
700,ECRU/DORE,1,G082,"",0,"",0,,0,"","",
701,EHELLO BEIGE FONCE,1,G05Q,"",0,"",0,,0,"","",
702,BLEU FONCE,1,"0136","",0,"",0,,0,"","",
703,GREENESS HOPE NOIR,1,G0A4,"",0,"",0,,0,"","",
704,BORDEAUX MOTIF,1,G0A8,"",0,"",0,,0,"","",
705,HELLO EM BRIQUE,1,G0A7,"",0,"",0,,0,"","",
706,BANDANA MOTIF,1,G0A9,"",0,"",0,,0,"","",
707,MARRON,1,G05H,"",0,"",0,,0,"","",
708,TRIBE ECRU,1,G0AF,"",0,"",0,,0,"","",
709,LILY MOTIF,1,G0AT,"",0,"",0,,0,"","",
710,ECRU/MOUTARDE,1,G0B1,"",0,"",0,,0,"","",
711,SLEEPY DUCK BLUE,1,G0DV,"",0,"",0,,0,"","",
712,EXTRA PINK,1,G0CF,"",0,"",0,,0,"","",
713,MARAIS LIGHT,1,G0GP,"",0,"",0,,0,"","",
714,ADAM ECRU,1,G0H0,"",0,"",0,,0,"","",
715,AZALEE,1,G0H9,"",0,"",0,,0,"","",
716,BLEU COBALT,1,G0GS,"",0,"",0,,0,"","",
717,PROVENCE ROSE,1,G0HC,"",0,"",0,,0,"","",
718,ECRU/LILA,1,G0DS,"",0,"",0,,0,"","",
719,REVIVAL VERT,1,G0BK,"",0,"",0,,0,"","",
720,DEEP FOREST,1,G0B4,"",0,"",0,,0,"","",
721,ISA BLEU,1,G0BQ,"",0,"",0,,0,"","",
722,LEONINO NOIR,1,G0CM,"",0,"",0,,0,"","",
723,BETTY BLEU MARINE,1,G0CN,"",0,"",0,,0,"","",
724,LEO NOIR,1,G0CL,"",0,"",0,,0,"","",
725,LETE MULTICO,1,G0DU,"",0,"",0,,0,"","",
726,BANDANA NOIR,1,G0DY,"",0,"",0,,0,"","",
727,ALMA PRUNE,1,G0CK,"",0,"",0,,0,"","",
728,PRUNE/BL MARIN MOTIF,1,G0E0,"",0,"",0,,0,"","",
729,COUNTRY MINT,1,G0D2,"",0,"",0,,0,"","",
730,EPI MULTICO,1,G0D1,"",0,"",0,,0,"","",
731,MELIS NOIR,1,G0EN,"",0,"",0,,0,"","",
732,BERRY,1,G0CX,"",0,"",0,,0,"","",
733,COXY MILK,1,G0F0,"",0,"",0,,0,"","",
734,BEAUTE KAKI,1,G0F2,"",0,"",0,,0,"","",
735,SIENNA MILK,1,G0F8,"",0,"",0,,0,"","",
736,ROUX,1,G03I,"",0,"",0,,0,"","",
737,CATHERINE NOIR,1,G0FD,"",0,"",0,,0,"","",
738,DUCK BLUE,1,G0CI,"",0,"",0,,0,"","",
739,JULIE CORAIL,1,G0FB,"",0,"",0,,0,"","",
740,SOPHIE ORANGE,1,G0FC,"",0,"",0,,0,"","",
741,ISOU NOIR,1,G0AL,"",0,"",0,,0,"","",
742,FAFA BLEU,1,G0BP,"",0,"",0,,0,"","",
743,PINKY ROSE,1,G0F9,"",0,"",0,,0,"","",
744,PORCELAINE NOIR,1,G0FR,"",0,"",0,,0,"","",
745,EDORAS MULTICO,1,G0G1,"",0,"",0,,0,"","",
746,BLUTY MARINE,1,G0FN,"",0,"",0,,0,"","",
747,LEMONADE NOIR,1,G0FL,"",0,"",0,,0,"","",
748,ECUREUIL,1,G0CV,"",0,"",0,,0,"","",
749,DIANO MARINE,1,G0FZ,"",0,"",0,,0,"","",
750,CALVI MULTICO,1,G0G0,"",0,"",0,,0,"","",
751,GARDEN VERT,1,G0AG,"",0,"",0,,0,"","",
752,RILETTE BEIGE,1,G0GN,"",0,"",0,,0,"","",
753,BOUBA MARINE,1,G0GM,"",0,"",0,,0,"","",
754,AQUARELLE ECRU,1,G0FY,"",0,"",0,,0,"","",
755,THOMAS NOIR,1,G0GO,"",0,"",0,,0,"","",
756,FOUDRE VERT,1,G0GI,"",0,"",0,,0,"","",
757,BLEU JOLIE,1,G08I,"",0,"",0,,0,"","",
758,LINETTE ECRU,1,G0GX,"",0,"",0,,0,"","",
759,BLEU ORAGE,1,G0HA,"",0,"",0,,0,"","",
760,MANGUE,1,G0FP,"",0,"",0,,0,"","",
761,CITRON,1,G0HX,"",0,"",0,,0,"","",
762,VANESSA MELON,1,G0HJ,"",0,"",0,,0,"","",
763,COLINE LIPSTICK,1,G0BB,"",0,"",0,,0,"","",
764,HOLI ECRU,1,G08W,"",0,"",0,,0,"","",
765,COSMOS,1,G0AH,"",0,"",0,,0,"","",
766,BLANC/NOIR MOTIF,1,G0B0,"",0,"",0,,0,"","",
767,LANUIT NOIR,1,G0BL,"",0,"",0,,0,"","",
768,EUTI ORANGE,1,G0BM,"",0,"",0,,0,"","",
769,NAVY,1,G0DT,"",0,"",0,,0,#00973F20,"",
770,COSTA ECRU,1,G0EZ,"",0,"",0,,0,"","",
771,PIA FUSCHIA,1,G0GV,"",0,"",0,,0,"","",
772,NEO VIOLINE,1,G0CH,"",0,"",0,,0,"","",
773,RITANA BEIGE,1,G0GL,"",0,"",0,,0,"","",
774,VIVA NOIR ET BLANC,1,G0GK,"",0,"",0,,0,"","",
775,RISETTE ECRU,1,G0GJ,"",0,"",0,,0,"","",
776,ALPILLES JAUNE,1,G0HB,"",0,"",0,,0,"","",
777,CHOCOLATINE,1,G0B5,"",0,"",0,,0,"","",
778,ANTIKA MOTIF,1,G0CB,"",0,"",0,,0,"","",
779,ODETTE MULTICO,1,G0E1,"",0,"",0,,0,"","",
780,LUCIA BERRY,1,G0EM,"",0,"",0,,0,"","",
781,MARIA CAMEL,1,G0D3,"",0,"",0,,0,"","",
782,VIOLETTE ECRU,1,G0F4,"",0,"",0,,0,"","",
783,FLOWER ECRU,1,G0F1,"",0,"",0,,0,"","",
784,NUAGE,1,AACE,"",0,"",0,,0,"","",
785,COFFEE ECUREUIL,1,G0FM,"",0,"",0,,0,"","",
786,FLORESISTER VERT,1,G0G2,"",0,"",0,,0,"","",
787,CAPUCINE MULTICO,1,G0G4,"",0,"",0,,0,"","",
788,VIEUX ROSE,1,G02L,"",0,"",0,,0,"","",
789,MELON LIGHT,1,G0FO,"",0,"",0,,0,"","",
790,PIA VERT,1,G0GW,"",0,"",0,,0,"","",
791,G08O,1,G08O,"",0,"",0,,0,"","",
792,ECHARLOTTE NOIR,1,G0BR,"",0,"",0,,0,"","",
793,GRIS DOUBLE STONE,1,G0DH,"",0,"",0,,0,"","",
794,ROSE JOUE,1,G0CW,"",0,"",0,,0,"","",
795,JANE NOIR,1,G0BO,"",0,"",0,,0,"","",
796,SERGE VIOLET,1,G0BN,"",0,"",0,,0,"","",
797,OPALE VERT,1,G0CP,"",0,"",0,,0,"","",
798,BEYOND BLEU MARINE,1,G0CT,"",0,"",0,,0,"","",
799,TEKO NOIR,1,G0DI,"",0,"",0,,0,"","",
800,DUNE MOTIF,1,G0F3,"",0,"",0,,0,"","",
801,COXY NOIR,1,G0FA,"",0,"",0,,0,"","",
802,VERTINETTE MULTICO,1,G0G3,"",0,"",0,,0,"","",
803,KATRINA TERRE CUITE,1,G0FS,"",0,"",0,,0,"","",
804,BAGIA BLEU MARINE,1,G0GF,"",0,"",0,,0,"","",
805,NEW GEORGIA MILK,1,G0GG,"",0,"",0,,0,"","",
806,JERO NOIR,1,G0GT,"",0,"",0,,0,"","",
807,MELLA BLANC,1,G0HQ,"",0,"",0,,0,"","",
808,BOUDU BLANC,1,G0HP,"",0,"",0,,0,"","",
809,SUNSHINE FEVER,1,G0GU,"",0,"",0,,0,"","",
810,AZURA BLEU,1,G0HO,"",0,"",0,,0,"","",
811,CANNES ECRU,1,G0HR,"",0,"",0,,0,"","",
812,COLINE NOIR,1,G0BA,"",0,"",0,,0,"","",
813,BLEU VIF,1,G0CG,"",0,"",0,,0,"","",
814,MAUVE CLAIR,1,AAJA,"",0,"",0,,0,"","",
815,VERT AGATE/ECRU,1,G0BC,"",0,"",0,,0,"","",
816,BRONZE,1,G0CD,"",0,"",0,,0,"","",
817,BURGUNDY CHINE,1,G0DJ,"",0,"",0,,0,"","",
818,DEEP FOREST CHINE,1,G0EB,"",0,"",0,,0,"","",
819,JAUNE ZESTE,1,G0EL,"",0,"",0,,0,"","",
820,AQUARELLE,1,G0FQ,"",0,"",0,,0,"","",
