"IDAr_Couleur","Couleur","Etat","Code","TypeVisuel","IDSupportArCouleur","Couleur_AN","NumInterne","Commentaires","IDAr_TypeMotif","RVB_Hex","Reference","MotifCouleur"
1,AMARETTO,1,G1B2,Uni,0,"",0,,0,"","",
2,ANISE,1,G1A8,Uni,0,"",0,,0,"","",
3,AQUA,1,G14O,Uni,0,"",0,,0,#00DBD0DB,"",
4,BLEU AZUR,1,G17D,Uni,0,"",0,,0,#00FF887F,"",
5,BLEU WORKER,1,G1A0,Uni,0,"",0,,0,"","",
6,BLEU/BLANC,1,G17U,Uni,0,"",0,,0,"","",
7,BOUQUET BLEU,1,G1B7,Uni,0,"",0,,0,"","",
8,BOUQUET BLEU MARINE,1,G1B1,Imprimé,0,"",0,,0,"","",
9,BOUQUET ROSE,1,G19Z,Imprimé,0,"",0,,0,"","",
10,BRIA,1,G1AU,Fantaisie,0,"",0,,0,#00D223D0,"",
11,BRIA NOIR/BLANC,1,G1AV,Fantaisie,0,"",0,,0,"","",
12,CADIX BLEU,1,G1BA,Imprimé,0,"",0,,0,"","",
13,CADIX ECRU,1,G1BB,Imprimé,0,"",0,,0,"","",
14,CAMEL FONCE,1,G17B,Uni,0,"",0,,0,"","",
15,CAMI NOIR,1,G187,Imprimé,0,"",0,,0,"","",
16,CAMO ELECTRIC BLUE,1,G18A,Imprimé,0,"",0,,0,"","",
17,CAMO MARINE,1,G189,Imprimé,0,"",0,,0,"","",
18,CLEMENTINE,1,G14U,Uni,0,"",0,,0,"","",
19,CLEMENTINE/ROSE,1,G15Z,Uni,0,"",0,,0,"","",
20,DARK CHERRY,1,G16V,Uni,0,"",0,,0,"","",
21,DHALIA,1,G14N,Uni,0,"",0,,0,"","",
22,ECRU/BLEU CLAIR,1,G17N,Uni,0,"",0,,0,"","",
23,ECRU/BLEU ELECTRIQUE,1,G17V,Uni,0,"",0,,0,"","",
24,ECRU/BLEU WORKER,1,G1AL,Uni,0,"",0,,0,"","",
25,ECRU/BLUE WORKER,1,G1AX,Uni,0,"",0,,0,"","",
26,ECRU/ELECTRIC BLUE,1,G16Z,Uni,0,"",0,,0,"","",
27,ECRU/JULIE LGT GOLD,1,G162,Fantaisie,0,"",0,,0,"","",
28,ECRU/ORANGE,1,G17W,Uni,0,"",0,,0,"","",
29,ECRU/ROUGE BAISER,1,G174,Uni,0,"",0,,0,"","",
30,ECRU/SABLE,1,G171,Uni,0,"",0,,0,"","",
31,ECRU/VERT GREEN,1,G172,Uni,0,"",0,,0,"","",
32,EGRACY JOCRE,1,G15K,Jacquard,0,"",0,,0,"","",
33,ELECTRIC BLUE,1,G0PN,Uni,0,"",0,,0,"","",
34,ELECTRIC BLUE/ECRU,1,G16X,Uni,0,"",0,,0,"","",
35,EMILIA NOIR/BLANC,1,G163,Fantaisie,0,"",0,,0,"","",
36,ENIA NOIR/BLANC,1,G16E,Fantaisie,0,"",0,,0,"","",
37,ESTELLA BLEU/VERT,1,G16F,Imprimé,0,"",0,,0,"","",
38,ESTHER BLEU,1,G17Z,Fantaisie,0,"",0,,0,"","",
39,EXOTIC BLEU,1,G15L,Imprimé,0,"",0,,0,"","",
40,FLAMENCA NOIR,1,G1AW,Imprimé,0,"",0,,0,"","",
41,FRAISIER,1,G19Y,Uni,0,"",0,,0,"","",
42,GAZON,1,G1A2,Uni,0,"",0,,0,"","",
43,GLYCINE,1,G1AC,Uni,0,"",0,,0,"","",
44,GOYAVE,1,G1A4,Uni,0,"",0,,0,"","",
45,GRENADE,1,G10L,Uni,0,"",0,,0,"","",
46,HAJALI BLEU CARREAUX,1,G16A,Fantaisie,0,"",0,,0,"","",
47,HALMA NOIR/ECRU,1,G16C,Imprimé,0,"",0,,0,"","",
48,HARAKA NOIR,1,G16B,Uni,0,"",0,,0,"","",
49,HARAKA ROSE,1,G17S,Imprimé,0,"",0,,0,"","",
50,HATLAS BLEU MULTICO,1,G16D,Imprimé,0,"",0,,0,"","",
51,JAINE BEIGE,1,G1AD,Imprimé,0,"",0,,0,"","",
52,JANA BLEU MARINE,1,G1AR,Imprimé,0,"",0,,0,"","",
53,JULIE LIGHT GOLD,1,G161,Fantaisie,0,"",0,,0,"","",
54,KAKI FONCE,1,G14S,Uni,0,"",0,,0,"","",
55,KATTY BLEU VIF,1,G15O,Imprimé,0,"",0,,0,"","",
56,KEDI BLEU/BLANC,1,G17K,Bicolore,0,"",0,,0,"","",
57,KELYA NOIR/BLANC,1,G15F,Imprimé,0,"",0,,0,"","",
58,KIKO NOIR/ROUGE,1,G15G,Imprimé,0,"",0,,0,"","",
59,KIKO PRINT NOIR/RGE,1,G1AS,Imprimé,0,"",0,,0,"","",
60,KIWI,1,G1B3,Uni,0,"",0,,0,"","",
61,KOTS NOIR/BLANC,1,G15H,Imprimé,0,"",0,,0,"","",
62,KRIO BLEU,1,G15I,Imprimé,0,"",0,,0,"","",
63,LARTY NOIR/BLANC,1,G15J,Jacquard,0,"",0,,0,"","",
64,LAYA NOIR/BLANC,1,G167,Imprimé,0,"",0,,0,"","",
65,LAYANE BLEU MARINE,1,G166,Imprimé,0,"",0,,0,"","",
66,LEMON,1,G1AB,Uni,0,"",0,,0,"","",
67,LIGHT KAKI,1,G18K,Uni,0,"",0,,0,"","",
68,LIGHT SILVER,1,G1B4,Uni,0,"",0,,0,"","",
69,LILWEN NOIR/BEIGE,1,G169,Imprimé,0,"",0,,0,"","",
70,LINDA FUSCHIA,1,G15M,Jacquard,0,"",0,,0,"","",
71,LISON KAKI,1,G15W,Fantaisie,0,"",0,,0,"","",
72,LOISE NOIR,1,G168,Imprimé,0,"",0,,0,"","",
73,LOMADE SABLE,1,G15N,Imprimé,0,"",0,,0,"","",
74,LOUISON NOIR,1,G1B8,Imprimé,0,"",0,,0,"","",
75,LOVA ECRU/ROSE ROUGE,1,G17H,Fantaisie,0,"",0,,0,"","",
76,LOVELY ECRU/ROUGE,1,G178,Fantaisie,0,"",0,,0,"","",
77,LUCILLE GOLD,1,G1BC,Fantaisie,0,"",0,,0,"","",
78,LULU BLEU MARINE,1,G17L,Imprimé,0,"",0,,0,"","",
79,LULU ECRU/BLEU,1,G1AY,Fantaisie,0,"",0,,0,"","",
80,LUNO ECRU/BLEU,1,G1AE,Uni,0,"",0,,0,"","",
81,MARINE,1,G1AT,Uni,0,"",0,,0,"","",
82,MAUVE FONCE,1,G14P,Uni,0,"",0,,0,"","",
83,MEDI VERT,1,G1B9,Imprimé,0,"",0,,0,"","",
84,MELON,1,G06E,Uni,0,"",0,,0,#0081A1FA,"",
85,MILANA NOIR/BLANC,1,G17J,Jacquard,0,"",0,,0,"","",
86,MILITAIRE,1,G1A5,Uni,0,"",0,,0,"","",
87,MOON BLEU,1,G18L,Imprimé,0,"",0,,0,"","",
88,MYOSOTIS,1,G1A9,Uni,0,"",0,,0,"","",
89,NOIR DENIM,1,G1AN,Uni,0,"",0,,0,"","",
90,NUDE,1,"1248",Uni,0,"",0,,0,#00B3BFE4,"",
91,OPIUM VERT,1,G1B6,Imprimé,0,"",0,,0,"","",
92,OR BLANCHI,1,G175,Uni,0,"",0,,0,"","",
93,OSIER,1,G1A6,Uni,0,"",0,,0,"","",
94,PAMPLEMOUSSE,1,G14Q,Uni,0,"",0,,0,"","",
95,PISSENLIT,1,G14R,Uni,0,"",0,,0,"","",
96,RAFIA,1,G1A1,Uni,0,"",0,,0,"","",
97,ROSE DES BOIS,1,G18Z,Uni,0,"",0,,0,"","",
98,ROSE SAPHIR/ECRU,1,G18J,Uni,0,"",0,,0,"","",
99,ROSE VEGAS,1,G0YU,Uni,0,"",0,,0,"","",
100,ROSIER,1,AAGY,Uni,0,"",0,,0,"","",
101,ROUGE BAISER,1,G14T,Uni,0,"",0,,0,"","",
102,ROUGE CUIT,1,G1AA,Uni,0,"",0,,0,"","",
103,SABLE CHINE,1,G17O,Uni,0,"",0,,0,"","",
104,SABLE CLAIR,1,G17F,Uni,0,"",0,,0,"","",
105,SAUGE,1,G16U,Uni,0,"",0,,0,"","",
106,SAUGE CHINE,1,G17M,Uni,0,"",0,,0,"","",
107,SOFT PINK,1,G16S,Uni,0,"",0,,0,"","",
108,SOFT PINK CHINE,1,G170,Uni,0,"",0,,0,"","",
109,SOFT PINK LIGHT,1,G17A,Uni,0,"",0,,0,"","",
110,TAPENADE,1,G14V,Uni,0,"",0,,0,"","",
111,TAPENADE/NOIR,1,G160,Uni,0,"",0,,0,"","",
112,TAUPE CHINE,1,G16T,Uni,0,"",0,,0,"","",
113,TILLEUL,1,"0857",Uni,0,"",0,,0,"","",
114,VERT GREEN,1,G16W,Uni,0,"",0,,0,"","",
115,VERT GREEN/ECRU,1,G16Y,Uni,0,"",0,,0,"","",
116,VERT ZELLIGE,1,G1A7,Uni,0,"",0,,0,"","",
117,WEST NOIR,1,G1A3,Imprimé,0,"",0,,0,"","",
118,FUSCHIA,1,G06F,"",0,"",0,,0,"","",
119,IMPRIME,0,IMP,IMPRIME,0,"",0,,0,"","",
121,GERANIUM,1,G0SA,"",0,"",0,,0,"","",
122,NOIR,1,"0625","",0,"",0,,0,#00060607,"",
123,BEIGE,1,"0078","",0,"",0,,0,#00B1D0E5,"",
124,BLEU CADIX,1,BLEU CADIX,"",0,"",0,,0,"","",
125,ROUGE LUREX,1,ROUGE LUREX,"",0,"",0,,0,"","",
126,IMPRIME LOUISON,1,IMPRIME LOUISON,"",0,"",0,,0,"","",
127,BLEU MARINE,1,"0567","",0,"",0,,0,"","",
128,KAKI,1,"0076","",0,"",0,,0,"","",
129,SILVER LUREX-2002,1,"2002","",0,"",0,,0,"","",
130,VERT SAPIN,1,VERT SAPIN,"",0,"",0,,0,"","",
131,CREME,1,"7191","",0,"",0,,0,"","",
132,JACQUARD DINA,1,"3011","",0,"",0,,0,"","",
133,GRIS ANTHRACITE,1,"0032","",0,"",0,,0,"","",
134,JACQUARD KATOU,1,"3101","",0,"",0,,0,"","",
135,IMPRIME CERF,1,"3002","",0,"",0,,0,"","",
136,IMPRIME DRACMA,1,"3010","",0,"",0,,0,"","",
137,IMPRIME GUINEAGOLD,1,"3100","",0,"",0,,0,"","",
138,YORYOU SHACK,1,YORYOU SHACK,"",0,"",0,,0,"","",
139,ROSE,0,ROSE,"",0,"",0,,0,"","",
140,PRINT CHIPY,1,"3099","",2,"",0,,0,"","",
141,FOIL CHIPY,1,"3098","",0,"",0,,0,"","",
142,IMPRIME DREA,1,IMPRIME DREA,"",0,"",0,,0,"","",
143,LUREX NOIR,1,"3007","",0,"",0,,0,"","",
144,BLEU,0,BLEU,"",0,"",0,,0,"","",
145,AMORINO 2660,1,AMORINO 2660,"",0,"",0,,0,"","",
146,PRUNE 2999,1,PRUNE 2999,"",0,"",0,,0,"","",
147,ROSE SAPHIR 9048,1,ROSE SAPHIR 9048,"",0,"",0,,0,"","",
148,VERT EMRAUDE 9024,1,VERT EMRAUDE 9024,"",0,"",0,,0,"","",
149,IMPRIME FOIL,1,IMPRIME FOIL,"",0,"",0,,0,"","",
150,IMPRIME CASH,1,"3008","",0,"",0,,0,"","",
151,VERT,1,"0889","",0,"",0,,0,"","",
152,JACQUARD LEA,1,"3250","",0,"",0,,0,"","",
153,ROUGE,0,ROUGE,"",0,"",0,,0,"","",
154,DOUBLE STONE,1,DOUBLE STONE,"",0,"",0,,0,"","",
155,IMPRIME ROSIER,1,IMPRIME ROSIER,"",0,"",0,,0,#00ABBCE6,"",
156,ECRU,1,"0333","",0,"",0,,0,#00FEF7FE,"",
157,SABLE,1,G011,"",0,"",0,,0,"","",
158,CARAIBES,1,G14W,"",0,"",0,,0,"","",
159,BLEU NUIT,1,Z925,"",0,"",0,,0,"","",
160,BLANC/BLEU,1,"0115","",0,"",0,,0,"","",
161,BLANC,1,"0108","",0,"",0,,0,#00FFFFFF,"",
162,ECRU/BLEU,1,"0335","",0,"",0,,0,"","",
163,CITRON VERT,1,G0YG,"",0,"",0,,0,"","",
164,ECRU/BLEU MARINE,1,Z359,"",0,"",0,,0,"","",
165,ECRU/NOIR,1,"0342","",0,"",0,,0,"","",
166,DOUBLE STONE,0,"0306","",0,"",0,,0,"","",
167,PACIFIQUE,1,AAJE,"",0,"",0,,0,"","",
168,BLEU MARINE/ECRU,1,B672,"",0,"",0,,0,"","",
169,BLEU CIEL,1,"1052","",0,"",0,,0,"","",
170,BLEUET,1,G0CE,"",0,"",0,,0,"","",
171,NOIR/BLANC,1,"0627","",0,"",0,,0,"","",
172,STONE,1,"0828","",0,"",0,,0,"","",
173,NOIR/ECRU,1,Z267,"",0,"",0,,0,"","",
174,DARK GREEN,1,G06R,"",0,"",0,,0,"","",
175,TRENCH,1,"1585","",0,"",0,,0,"","",
176,BLEACH,1,"0129","",0,"",0,,0,"","",
177,COGNAC,1,"0250","",0,"",0,,0,"","",
178,ROUGE,1,"0772","",0,"",0,,0,"","",
179,CARAMEL,1,"0195","",0,"",0,,0,"","",
180,ROUGE PHARE,1,G0HZ,"",0,"",0,,0,"","",
181,BLACK STONE,1,G07F,"",0,"",0,,0,"","",
182,BRUT,1,"0171","",0,"",0,,0,"","",
183,ROSE SAPHIR,1,G0OD,"",0,"",0,,0,"","",
184,ECRU/LIGHT GOLD,1,AAFA,"",0,"",0,,0,"","",
185,ECRU/ROUGE,1,G00W,"",0,"",0,,0,"","",
186,GRIS CLAIR CHINE,1,ZA03,"",0,"",0,,0,"","",
187,CAMEL CHINE,1,C205,"",0,"",0,,0,"","",
188,ROUGE/ROSE,1,G0V7,"",0,"",0,,0,"","",
189,DORE,1,"0305","",0,"",0,,0,"","",
190,CAMEL,1,"0186","",0,"",0,,0,#004A8ABE,"",
191,MULTICOLORE,1,"0601","",0,"",0,,0,"","",
192,LUXURIOUS RED,1,G13I,"",0,"",0,,0,"","",
193,NACRE,1,G08D,"",0,"",0,,0,"","",
194,ECRU/BEIGE,1,G0VR,"",0,"",0,,0,"","",
195,SILVER,1,"0806","",0,"",0,,0,"","",
196,EMERAUDE,1,"0351","",0,"",0,,0,"","",
197,VANILLE,1,"0885","",0,"",0,,0,#00E1FBFC,"",
198,PECHE,1,"0689","",0,"",0,,0,"","",
199,ECRU CHINE,1,"0336","",0,"",0,,0,"","",
200,PASTEQUE,1,"0682","",0,"",0,,0,"","",
201,IMPRIME,1,"0487","",0,"",0,,0,"","",
202,BLEU,1,"1528","",0,"",0,,0,"","",
203,GRENADINE,1,"0451","",0,"",0,,0,"","",
204,TANIN,0,"0946","",0,"",0,,0,"","",
205,MARAIS,0,AAAN,"",0,"",0,,0,"","",
206,GROSEILLE CHINE,1,Z868,"",0,"",0,,0,"","",
207,BROWN/MULTI NPU,1,"0957","",0,"",0,,0,"","",
208,NOIR/NOIR,0,"0631","",0,"",0,,0,"","",
209,DARK VIOLET,1,AACM,"",0,"",0,,0,"","",
210,POIS NOIR/BLANC,1,G1AK,"",0,"",0,,0,"","",
211,LIPSTICK,1,AABN,"",0,"",0,,0,#004437D9,"",
212,VERT AGATE,1,G08P,"",0,"",0,,0,"","",
214,ECRU/MOTIF,1,G01G,"",0,"",0,,0,"","",
215,CREME,0,"0271","",0,"",0,,0,"","",
216,HTOP ECRU/NOIR,1,G1AJ,"",0,"",0,,0,"","",
217,MULTICO MOTIF,1,G02J,"",0,"",0,,0,"","",
218,NEW KAKI,1,G01M,"",0,"",0,,0,"","",
219,GRIS FONCE STONE,1,G079,"",0,"",0,,0,"","",
220,FANTASIA NOIR,1,G04L,"",0,"",0,,0,"","",
221,BLEU PACIFIC,1,"0667","",0,"",0,,0,"","",
222,BLEU MARINE/BLANC,1,"0569","",0,"",0,,0,"","",
223,ROUGE ICONIQUE,1,G0RE,"",0,"",0,,0,"","",
224,VERT TIGE,1,G0SQ,"",0,"",0,,0,"","",
225,GOLD,1,G02R,"",0,"",0,,0,"","",
226,GRIS CHINE,0,"0459","",0,"",0,,0,"","",
227,RAISIN,1,G03V,"",0,"",0,,0,"","",
228,ROUGE FARMER,1,AAJZ,"",0,"",0,,0,"","",
229,OFF WHITE,1,"1039","",0,"",0,,0,"","",
230,MINT,1,G0D4,"",0,"",0,,0,"","",
231,DEEP NUDE,1,AAQZ,"",0,"",0,,0,"","",
232,GRIS CHINE/NOIR,1,Z843,"",0,"",0,,0,"","",
233,PARFUMS,1,AATH,"",0,"",0,,0,"","",
234,RUBIS,1,AAQS,"",0,"",0,,0,"","",
235,LIGHT GOLD,1,Z920,"",0,"",0,,0,"","",
236,BURGUNDY,1,"0174","",0,"",0,,0,"","",
237,CHAMBRAY,1,"0224","",0,"",0,,0,#00C8A363,"",
238,ORCHIDEE,0,"1764","",0,"",0,,0,"","",
239,GERANIUM,0,AABU,"",0,"",0,,0,"","",
240,CHLOROPHYLLE,1,"0233","",0,"",0,,0,"","",
241,PATCH NPU,1,"0683","",0,"",0,,0,"","",
242,NATUREL,1,"0611","",0,"",0,,0,"","",
243,GRIS ANTHRACITE CHIN,1,"0033","",0,"",0,,0,"","",
244,FANTAISIE,1,"1756","",0,"",0,,0,"","",
245,VERT VEGETAL,1,"1772","",0,"",0,,0,"","",
246,FOUGERE,1,AAAK,"",0,"",0,,0,"","",
247,THYM,1,AAFF,"",0,"",0,,0,"","",
248,DARK KAKI,1,"1406","",0,"",0,,0,"","",
249,NOIR/OR,1,Z303,"",0,"",0,,0,"","",
250,BLEU ENCRE,0,"0353","",0,"",0,,0,"","",
251,RUBY,1,"1661","",0,"",0,,0,"","",
252,JAUNE,0,"0502","",0,"",0,,0,"","",
253,COPPER,1,"1028","",0,"",0,,0,"","",
254,BLEU CIEL/BLANC,1,"0133","",0,"",0,,0,"","",
255,ARGENT,1,"0045","",0,"",0,,0,"","",
256,CRISTAL NPU,1,"0275","",0,"",0,,0,"","",
257,MULTICOLOR  NPU,1,"0598","",0,"",0,,0,"","",
258,MULTICOLORE NPU,1,P121,"",0,"",0,,0,"","",
259,MARRON FONCE,1,"0578","",0,"",0,,0,"","",
260,PINK,1,"0705","",0,"",0,,0,"","",
261,IMPRIME ECRU,1,Z489,"",0,"",0,,0,"","",
262,TANGO,1,AAJD,"",0,"",0,,0,"","",
263,CORAIL,1,"0265","",0,"",0,,0,#005E45E4,"",
264,CARMIN,1,AAHB,"",0,"",0,,0,"","",
265,VERT ORAGE,1,AAJI,"",0,"",0,,0,"","",
266,VERT LIBELLULE,1,AAGZ,"",0,"",0,,0,"","",
267,BLANC OPTIQUE,1,"0654","",0,"",0,,0,#00FFF7F4,"",
268,VERT LEMON,1,AAJG,"",0,"",0,,0,"","",
269,VERT D'EAU,1,Z541,"",0,"",0,,0,"","",
270,VERT ACIDE,1,"0005","",0,"",0,,0,"","",
271,ECRU/CARMIN,1,AAHE,"",0,"",0,,0,"","",
272,BLEACH/ECRU,1,"1762","",0,"",0,,0,"","",
273,FICELLE CHINE,1,AABG,"",0,"",0,,0,"","",
274,ROUGE LIPSTICK,1,"0548","",0,"",0,,0,"","",
275,BIJOUX,1,AAMF,"",0,"",0,,0,"","",
276,ECARLATE,1,"1702","",0,"",0,,0,"","",
277,BLEU,0,"0132","",0,"",0,,0,"","",
278,MOUTARDE,1,AAFE,"",0,"",0,,0,"","",
279,BLEU SHIRTING,1,AAGQ,"",0,"",0,,0,"","",
280,MENTHE CHINE,1,AAKN,"",0,"",0,,0,"","",
281,VERT KAKI,1,"0514","",0,"",0,,0,"","",
282,VERDURE,1,AAMI,"",0,"",0,,0,"","",
283,OLIVERAIE,1,AAJX,"",0,"",0,,0,"","",
284,GINGER,1,AAGL,"",0,"",0,,0,"","",
285,CRANBERRY,1,"1336","",0,"",0,,0,"","",
286,SANGRIA,1,AAMK,"",0,"",0,,0,"","",
287,TERRE DE SIENNE,1,"1580","",0,"",0,,0,"","",
288,ECRU/VERT LEMON,1,AAOV,"",0,"",0,,0,"","",
289,MENTHE,1,"1365","",0,"",0,,0,"","",
290,GRIS CHINE/ECRU,1,B151,"",0,"",0,,0,"","",
291,NUDE CHINE,1,"1289","",0,"",0,,0,"","",
292,CHAIR,1,"0212","",0,"",0,,0,"","",
293,ROSE GLACE,1,AAJY,"",0,"",0,,0,"","",
294,FADDED NUDE,1,AAEM,"",0,"",0,,0,"","",
295,MONACO,1,AAMH,"",0,"",0,,0,"","",
296,ROSE,1,"0761","",0,"",0,,0,"","",
297,MASTIC,1,"0579","",0,"",0,,0,"","",
298,CHAMPAGNE ROSE,1,AAOE,"",0,"",0,,0,"","",
299,BUVARD,1,AAHC,"",0,"",0,,0,"","",
300,CURCUMA,1,AAEN,"",0,"",0,,0,"","",
301,TABAC,1,"0837","",0,"",0,,0,"","",
302,BLEU THE,1,AARI,"",0,"",0,,0,"","",
303,JAUNE OR,1,"1418","",0,"",0,,0,"","",
304,SAFARI BEIGE,1,AAPU,"",0,"",0,,0,"","",
305,BRIQUE,1,"1516","",0,"",0,,0,"","",
306,CURCUMA/ECRU,1,AAQR,"",0,"",0,,0,"","",
307,TERRACOTTA,1,"0851","",0,"",0,,0,"","",
308,AMAZONIE,1,AAPV,"",0,"",0,,0,"","",
309,ECRU/BLEU CIEL,1,"1600","",0,"",0,,0,"","",
310,MALACHITE,1,"0446","",0,"",0,,0,"","",
311,ROUGE ORANGER,1,AAQN,"",0,"",0,,0,"","",
312,ROSE BAISER,1,AAMG,"",0,"",0,,0,"","",
313,SUNSET/ECRU,1,AARQ,"",0,"",0,,0,"","",
314,ECRU/GOLDEN,1,AARR,"",0,"",0,,0,"","",
315,ROSE PIVOINE,1,"1304","",0,"",0,,0,"","",
316,VERT BRESIL/BLEU MARINE,1,AAOS,"",0,"",0,,0,"","",
317,CITRONNADE,1,AAMV,"",0,"",0,,0,"","",
318,ECRU/ROSE POUDRE,1,AAQB,"",0,"",0,,0,"","",
319,ROUGE DORIENT,1,AAPT,"",0,"",0,,0,"","",
320,SUNSET,1,AAPR,"",0,"",0,,0,"","",
321,FRAMBOISE,1,"0391","",0,"",0,,0,#004803D6,"",
322,BRIQUE/ECRU,1,AAOF,"",0,"",0,,0,"","",
323,ECRU/FANTAISIE,1,AAQE,"",0,"",0,,0,"","",
324,TERRE,1,"0853","",0,"",0,,0,"","",
325,CURRY,1,"0282","",0,"",0,,0,"","",
326,MARAIS,1,AAGE,"",0,"",0,,0,"","",
327,VERT BRESIL,1,AAOB,"",0,"",0,,0,"","",
328,SPICE BLUSH,1,AAMY,"",0,"",0,,0,"","",
329,URBAN KAKI,1,AAQI,"",0,"",0,,0,"","",
330,FRAMBOISE/ECRU,1,AAOJ,"",0,"",0,,0,"","",
331,BLEU MARINE CHINE,1,C672,"",0,"",0,,0,"","",
332,JAUNE LEMON,0,"0921","",0,"",0,,0,"","",
333,BLEU MARINE/NOIR,1,B799,"",0,"",0,,0,"","",
334,ECRU/FADDED NUDE,1,AAND,"",0,"",0,,0,"","",
335,ROSE POUDRE,1,Z741,"",0,"",0,,0,"","",
336,BLEU FANION,1,AANN,"",0,"",0,,0,"","",
337,DENIM,1,"0294","",0,"",0,,0,"","",
338,SOFT YELLOW,1,AAGP,"",0,"",0,,0,"","",
339,FOREST GREEN,1,AAOY,"",0,"",0,,0,"","",
340,VERT RIO,1,AAJK,"",0,"",0,,0,"","",
341,ECRU/KAKI,0,EB27,"",0,"",0,,0,"","",
342,CACAO,1,"0178","",0,"",0,,0,"","",
343,TERRE BATTUE,1,AAGH,"",0,"",0,,0,"","",
344,OCRE,1,"0641","",0,"",0,,0,"","",
345,CHEEK PINK,1,AAPP,"",0,"",0,,0,"","",
346,FEVER,1,AAPQ,"",0,"",0,,0,"","",
347,NOIR/FANTAISIE,1,AAQD,"",0,"",0,,0,"","",
348,FRESH MINT,1,Z423,"",0,"",0,,0,"","",
349,ECRU/BLEU MARINE,0,AALC,"",0,"",0,,0,"","",
350,TURQUOISE,1,N671,"",0,"",0,,0,"","",
351,ROSE TULIPE,1,AAGS,"",0,"",0,,0,"","",
352,BLUE GREEN,1,AAMX,"",0,"",0,,0,"","",
353,WATER BLUE,1,AAMW,"",0,"",0,,0,"","",
354,GRIS CHINE,1,AAMU,"",0,"",0,,0,"","",
355,CARAMEL CHINE,1,AAKQ,"",0,"",0,,0,"","",
356,ROUGE FARMER CHINE,1,AAKP,"",0,"",0,,0,"","",
357,TOMETTE CHINE,1,C414,"",0,"",0,,0,"","",
358,VERT PALME,1,AAJV,"",0,"",0,,0,"","",
359,BEIGE CHINE,1,"0083","",0,"",0,,0,"","",
360,DRAGEE,1,"6728","",0,"",0,,0,"","",
361,ROSALIE,1,AAKG,"",0,"",0,,0,"","",
362,DEEP NUDE CHINE,1,AARA,"",0,"",0,,0,"","",
363,FADDED NUDE/COPPER,1,AAOR,"",0,"",0,,0,"","",
364,VERT BRESIL/ECRU,1,AAOI,"",0,"",0,,0,"","",
365,AMAZONIE/NOIR,1,AASD,"",0,"",0,,0,"","",
366,NUAGE CHINE,1,AADG,"",0,"",0,,0,"","",
367,ECRU/ARGENT,1,Z767,"",0,"",0,,0,"","",
368,NUAGE CHINE,0,"1755","",0,"",0,,0,"","",
369,ECRU/DARK KAKI,1,AAPD,"",0,"",0,,0,"","",
370,BLEU MARINE/VERT BRESIL,1,AAON,"",0,"",0,,0,"","",
371,FRAMBOISE CHINE,1,"1817","",0,"",0,,0,"","",
372,VANILLE/LIGHT GOLD,1,AAOP,"",0,"",0,,0,"","",
373,BLEU MARINE CHINE/NOIR,1,AAPC,"",0,"",0,,0,"","",
374,BLEU MARINE/COPPER,1,AAOM,"",0,"",0,,0,"","",
375,DARK KAKI/LIGHT GOLD,1,AAPB,"",0,"",0,,0,"","",
376,NUAGE CHINE/BLEU MARINE,1,AAOX,"",0,"",0,,0,"","",
377,GRIS/ECRU,1,Z215,"",0,"",0,,0,"","",
378,DAIM,1,"0286","",0,"",0,,0,"","",
379,TOMETTE,1,"0861","",0,"",0,,0,"","",
380,ROUGE CARMIN,1,"0198","",0,"",0,,0,"","",
381,GRIS,1,"0457","",0,"",0,,0,"","",
382,ORANGE,1,"0657","",0,"",0,,0,#003780F4,"",
383,ECRU/FOIL COPPER,1,AAQQ,"",0,"",0,,0,"","",
384,GOLDEN,1,AAMZ,"",0,"",0,,0,"","",
385,AQUA BLUE,1,AAKB,"",0,"",0,,0,"","",
386,NUDE/LIGHT GOLD,1,AAOK,"",0,"",0,,0,"","",
387,SAND,1,AAGJ,"",0,"",0,,0,"","",
388,LAMA,1,AARL,"",0,"",0,,0,"","",
389,MIMOSA,1,"1690","",0,"",0,,0,"","",
390,BLEU OUTREMER,1,"0663","",0,"",0,,0,"","",
391,ROSE FARD,1,"0370","",0,"",0,,0,"","",
392,PRUNE,1,"0734","",0,"",0,,0,#007D3D54,"",
393,FAUVE,1,"1254","",0,"",0,,0,"","",
394,CHLOROPHYLLE FONCE/BLEU MARINE,1,AAQO,"",0,"",0,,0,"","",
395,VERT BOHEME,1,AARU,"",0,"",0,,0,"","",
396,ECRU/CURCUMA,1,AAOT,"",0,"",0,,0,"","",
397,JAUNE RETRO,1,AAQK,"",0,"",0,,0,"","",
398,SHINE,1,AARN,"",0,"",0,,0,"","",
399,CHAMBRAY RAYE,1,AASM,"",0,"",0,,0,"","",
400,RAISIN,0,"0743","",0,"",0,,0,"","",
401,ECRU/ROSE SABLE,1,AASJ,"",0,"",0,,0,"","",
402,BLEU CHAMBRAY,1,"0215","",0,"",0,,0,"","",
403,ECRU/OCRE,1,AATA,"",0,"",0,,0,"","",
404,PRUNE CHINE,1,Z542,"",0,"",0,,0,"","",
405,NUDE/ECRU,1,B697,"",0,"",0,,0,"","",
406,BEIGE ROSE,0,"1657","",0,"",0,,0,"","",
407,BLEU MARINE CHI,1,"1277","",0,"",0,,0,"","",
408,GRIS CLAIR,1,"0462","",0,"",0,,0,"","",
409,FOUGERE,0,"0388","",0,"",0,,0,"","",
