IDArticle,Article,ArticleCleaned,IDAr_Couleur,Code
16064,TWEEDY V1,TWEEDY V1,0,BHNW353
195,TWEEDY V1,TWEEDY V1,0,BHNW353
213,TWEEDY SH1,TWEEDY SH1,0,BHNB108
16063,TWEEDY SH1,TWEEDY SH1,0,BHNB108
17337,TWEEDY SH1,TWEEDY SH1,0,BHNB108
18081,TARA C1 VERT RIO,TARA C1 VERT RIO,0,CENC008
18080,TARA C1 NOIR,TARA C1 NOIR,0,CENC008
18078,TARA C1 ECRU,TARA C1 ECRU,0,CENC008
17937,TARA C1,TARA C1,0,BHNC368
17938,TARA C1,TARA C1,0,BHNC368
17584,TARA C1,TARA C1,0,AENC213A
17934,TARA C1,TARA C1,0,BHNC368
17583,TARA C1,TARA C1,0,AENC213A
17585,TARA C1,TARA C1,0,AENC213A
16339,TANA C1 NOIR,TANA C1 NOIR,0,XENC404
16338,TANA C1 ECRU,TANA C1 ECRU,0,XENC404
17667,SWEAT AVEC BOUTONS,SWEAT AVEC BOUTONS,0,BHNS049
17666,SWEAT AVEC BOUTONS,SWEAT AVEC BOUTONS,0,BHNS049
16062,SORIA J1 ,SORIA J1,0,AENJ58A
16264,SORIA J1,SORIA J1,0,AENJ58A
16263,SORIA J1,SORIA J1,0,AENJ58A
17527,SKIMONA,SKIMONA,0,AENXU006
17526,SKIMONA,SKIMONA,0,AENXU006
17525,SKIMONA,SKIMONA,0,AENXU006
232,SIMON ML VERT,SIMON ML VERT,0,AENT190A
15892,SIMON ML NOIR,SIMON ML NOIR,0,AENT190A
222,SIMON ML ECRU,SIMON ML ECRU,0,AENT190A
17571,SIDONIE R1,SIDONIE R1,0,AENR278A
17572,SIDONIE R1,SIDONIE R1,0,AENR278A
17570,SIDONIE R1,SIDONIE R1,0,AENR278A
16137,SEVERIN C1,SEVERIN C1,0,AENC170A
16136,SEVERIN C1,SEVERIN C1,0,AENC170A
16135,SEVERIN C1,SEVERIN C1,0,AENC170A
17180,SANDY SH1 NOIR,SANDY SH1 NOIR,0,AENB74A
17210,SANDY SH1 ECRU,SANDY SH1 ECRU,0,AENB74A
17522,SADIE,SADIE,0,AENXU001
17520,SADIE,SADIE,0,AENXU001
17521,SADIE,SADIE,0,AENXU001
15915,SABRA C1,SABRA C1,0,AENC056
17619,ROSY R1 ORANGE,ROSY R1 ORANGE,0,AENR279A 
17620,ROSY R1 BLEU MARINE ,ROSY R1 BLEU MARINE,0,AENR279A 
17953,ROSA SLIM STONE,ROSA SLIM STONE,0,BHNP211
17954,ROSA SLIM NOIR,ROSA SLIM NOIR,0,BHNP211
18129,ROSA SLIM GRIS,ROSA SLIM GRIS,0,BHNP211
17952,ROSA SLIM BRUT,ROSA SLIM BRUT,0,BHNP211
17941,ROSA R2,ROSA R2,0,BHNR505
17942,ROSA R2,ROSA R2,0,BHNR505
17947,ROSA P2,ROSA P2,0,BHNP207
17948,ROSA P2,ROSA P2,0,BHNP207
18127,ROSA K1 NOIR,ROSA K1 NOIR,0,BHNK092
17949,ROSA K1,ROSA K1,0,BHNK092
18128,ROSA C1 ECRU,ROSA C1 ECRU,0,BHNC351
17832,ROSA C1 BRUT,ROSA C1 BRUT,0,BHNC351
18169,RONIE C1 LAGON,RONIE C1 LAGON,0,BHNC358
17364,RONIE C1 ECRU,RONIE C1 ECRU,0,BHNC358
17378,RONIE C1 BLEU MARINE,RONIE C1 BLEU MARINE,0,BHNC358
17696,Robe courte avec insert fleurs en tulle bretelles amovibles,Robe courte avec insert fleurs en tulle bretelles amovibles,0,AENR410
17890,ROBBIE R1 ROSE POUDRE ,ROBBIE R1 ROSE POUDRE,0,AENR291A
17889,ROBBIE R1 BLEU ELECTRIQUE ,ROBBIE R1 BLEU ELECTRIQUE,0,AENR291A
17951,RIO P1 NAVY,RIO P1 NAVY,0,BHNP208
16329,RIO P1 FICELLE,RIO P1 FICELLE,0,BHNP208
140,REMIE SM ECRU/ROUGE,REMIE SM ECRU/ROUGE,0,DNT16Z
141,REMIE SM BLEU MARINE/ECRU,REMIE SM BLEU MARINE/ECRU,0,DNT16Z
17131,READY V1,READY V1,0,CENW001
16381,PLUMIA R1 ROUGE,PLUMIA R1 ROUGE,0,AENR163
16845,PINKY C1 Rose,PINKY C1 Rose,0,AENC082
16082,PINKY C1,PINKY C1,0,AENC082
16307,PIATA R1,PIATA R1,0,AENR234A
16306,PIATA R1,PIATA R1,0,AENR234A
16411,PETTE R1 BLEU,PETTE R1 BLEU,0,AENR163
17936,PERNILLA D1 MC KAKI,PERNILLA D1 MC KAKI,0,BHND352
17935,PERNILLA D1 MC ECRU,PERNILLA D1 MC ECRU,0,BHND352
17297,PEPITA V1 rouge,PEPITA V1 rouge,0,AENW58A
17298,PEPITA V1 NUDE ,PEPITA V1 NUDE,0,AENW58A 
17299,PEPITA V1 BLEU MAJORELLE ,PEPITA V1 BLEU MAJORELLE,0,AENW58A 
16204,PEPITA V1,PEPITA V1,0,AENW58A
17295,PEPITA P1 NUDE ,PEPITA P1 NUDE,0,AENP106A
16075,PEPITA P1 NOIR,PEPITA P1 NOIR,0,AENP106A
17294,PEPITA P1 BLEU MAJORELLE ,PEPITA P1 BLEU MAJORELLE,0,AENP106A
18145,PENELOPE P1 ECRU,PENELOPE P1 ECRU,0,AENP92A
17642,PENELOPE P1 DENIM  STONE WASH ,PENELOPE P1 DENIM STONE WASH,0,AENP92A
16149,PELOU C1,PELOU C1,0,AENC056
16896,PAMIE P1  CAMEL,PAMIE P1 CAMEL,0,AENP90A 
16897,PAMIE P1  BLEU PETROLE,PAMIE P1 BLEU PETROLE,0,AENP90A 
106,PAMI P1 NOIR,PAMI P1 NOIR,0,PAMI P1
96,PAMI P1 CAMEL,PAMI P1 CAMEL,0,PAMI P1
107,PAMI P1 BLEU PETROLE,PAMI P1 BLEU PETROLE,0,PAMI P1
16311,PALOMA C1 PRUNE,PALOMA C1 PRUNE,0,AENC187A
16312,PALOMA C1 ORANGE FLUO,PALOMA C1 ORANGE FLUO,0,AENC187A
4563,PALOMA C1,PALOMA C1,478,MENC10C
4443,PALOMA C1,PALOMA C1,478,MENC10C
17961,OTEL S2 NOIR,OTEL S2 NOIR,0,BHNS187
17962,OTEL S2 GRIS CHINE,OTEL S2 GRIS CHINE,0,BHNS187
17963,OTEL S2 ECRU,OTEL S2 ECRU,0,BHNS187
17496,OSLO C1,OSLO C1,0,AENC325
17497,OSLO C1,OSLO C1,0,AENC325
17498,OSLO C1,OSLO C1,0,AENC325
70,ORELIA SM ECRU/MARINE,ORELIA SM ECRU/MARINE,0,ORELIA SM
76,ORELIA SM ECRU/KAKI,ORELIA SM ECRU/KAKI,0,ORELIA SM
61,OPHELIE MC NOIR,OPHELIE MC NOIR,0,OPHELIE MC
64,OPHELIE MC ECRU,OPHELIE MC ECRU,0,OPHELIE MC
71,OPHELIE MC DALIAH,OPHELIE MC DALIAH,0,OPHELIE MC
62,OMOANA T1 VERT GREEN,OMOANA T1 VERT GREEN,0,OMOANA T1
56,OMOANA T1 NOIR,OMOANA T1 NOIR,0,OMOANA T1
67,OMOANA T1 ECRU / MARINE RAYE,OMOANA T1 ECRU / MARINE RAYE,0,OMOANA T1
75,OMOANA T1 ECRU,OMOANA T1 ECRU,0,OMOANA T1
15924,OMER,OMER,0,AENT083
82,OMALHIA,OMALHIA,0,AENT157
16716,OLYMPIA T1 ROSE PALE,OLYMPIA T1 ROSE PALE,2117,BHNT103
18057,OLYMPIA T1 NOIR,OLYMPIA T1 NOIR,2117,BHNT103
17902,OLFA SM MALACHITE,OLFA SM MALACHITE,0,AENT100 
17901,OLFA SM BLEU MARINE ,OLFA SM BLEU MARINE,0,AENT100 
17906,OJIMMY SM SANGUINE,OJIMMY SM SANGUINE,0,AENT343
17905,OJIMMY SM ECRU,OJIMMY SM ECRU,0,AENT343
17908,OJIMMY SM BLEU MAJORETTE,OJIMMY SM BLEU MAJORETTE,0,AENT343
72,OJASON T1 NOIR,OJASON T1 NOIR,0,OJASON T1
69,OJASON T1 ECRU,OJASON T1 ECRU,0,OJASON T1
17734,OJAMIE SM NAVY,OJAMIE SM NAVY,0,DNT19Z
17733,OJAMIE SM MENTHOL,OJAMIE SM MENTHOL,0,DNT19Z
18067,OJAMIE SM MENTHOL,OJAMIE SM MENTHOL,0,BHNT185
18066,OJAMIE SM MARINE,OJAMIE SM MARINE,0,BHNT185
17732,OJAMIE SM ECRU,OJAMIE SM ECRU,0,BHNT185
15956,OJAMIE SM ,OJAMIE SM,0,DNT19Z
16912,ODIDO T1 ROSE,ODIDO T1 ROSE,0,AENT231A
16858,ODIDO T1 NOIR,ODIDO T1 NOIR,0,AENT231A
16292,OCOEUR MC ,OCOEUR MC,156,AENT86
626,OCOEUR MC ,OCOEUR MC,156,AENT86
16127,OCHABADA R1 NOIR,OCHABADA R1 NOIR,0,AENR126
16111,OCHABADA BLEU MARINE,OCHABADA BLEU MARINE,0,AENR126
16287,OBAYA MC ROSE,OBAYA MC ROSE,33,AENT142
16288,OBAYA MC MARINE ,OBAYA MC MARINE,33,AENT142
582,OBAYA MC ELECTRIC BLEU ,OBAYA MC ELECTRIC BLEU,33,AENT142
16289,OBAYA MC BLANC,OBAYA MC BLANC,33,AENT142
15688,NUCIE V1 NOIR,NUCIE V1 NOIR,0,AENW44A
15687,NUCIE P1 NOIR,NUCIE P1 NOIR,133,AENP78A
16915,NOVO GILET ML,NOVO GILET ML,0,AENG23A
16914,NOVO GILET ML,NOVO GILET ML,0,AENG23A
17507,NOUDET MC,NOUDET MC,0,AENU139A
17508,NOUDET MC,NOUDET MC,0,AENU139A
17509,NOUDET MC,NOUDET MC,0,AENU139A
16918,NORMA 2 ML,NORMA 2 ML,0,AENU119A
16917,NORMA 2 ML,NORMA 2 ML,0,AENU119A
251,NICOLETTA VERT,NICOLETTA VERT,0,AENU109A
248,NICOLETTA MARINE,NICOLETTA MARINE,0,AENU109A
242,NEPAL ROSE CONTRASTE BLANC,NEPAL ROSE CONTRASTE BLANC,0,AENU107A
245,NEPAL BLEU CHINE DU SWATCH,NEPAL BLEU CHINE DU SWATCH,0,AENU107A
18172,NEELOU R2 BRET VANILLE,NEELOU R2 BRET VANILLE,0,AENR425
18171,NEELOU R2 BRET NAVY,NEELOU R2 BRET NAVY,0,AENR425
18170,NEELOU R2 BRET AUBERGINE,NEELOU R2 BRET AUBERGINE,0,AENR425
17880,NEELOU R1 VANILLE ,NEELOU R1 VANILLE,0,AENR292A 
18138,NEELOU R1 VANILLE,NEELOU R1 VANILLE,0,BHNR542
18139,NEELOU R1 NAVY,NEELOU R1 NAVY,0,BHNR542
17881,NEELOU R1 NAVY,NEELOU R1 NAVY,0,AENR292A 
18137,NEELOU R1 AUBERGINE,NEELOU R1 AUBERGINE,0,BHNR542
18176,NEELOU C1 VANILLE,NEELOU C1 VANILLE,0,AENC398
18174,NEELOU C1 NAVY,NEELOU C1 NAVY,0,AENC398
18175,NEELOU C1 AUBERGINE,NEELOU C1 AUBERGINE,0,AENC398
17355,NALISSA J2 JAUNE/NOIR,NALISSA J2 JAUNE/NOIR,0,BHNJ300
17356,NALISSA J2 JAUNE/AMANDE,NALISSA J2 JAUNE/AMANDE,0,BHNJ300
17511,NADINE MC,NADINE MC,0,AENU300
17510,NADINE MC,NADINE MC,0,AENU300
15920,MORA V1 ROSE,MORA V1 ROSE,0,AENW60A
16188,MORA K1 VERT,MORA K1 VERT,0,AENW60A
136,MODA V1 NOIR,MODA V1 NOIR,0,AENW47A
133,MODA V1 KAKI,MODA V1 KAKI,0,AENW47A
123,MODA V1 ECRU,MODA V1 ECRU,0,AENW47A
135,MODA P1 NOIR,MODA P1 NOIR,0,AENP84A
134,MODA P1 KAKI,MODA P1 KAKI,0,AENP84A
125,MODA P1 ECRU,MODA P1 ECRU,0,AENP84A
17200,MOCHI ML MENTHOL,MOCHI ML MENTHOL,0,AENU135A
17197,MOCHI ML ECRU,MOCHI ML ECRU,0,AENU135A
294,MLOUISA R1 VERT GREEN,MLOUISA R1 VERT GREEN,0,AENR101
295,MLOUISA R1,MLOUISA R1,0,AENR101
17886,MLEONARDO GILET ECRU,MLEONARDO GILET ECRU,169,AENG10
408,MLEONARDO GILET,MLEONARDO GILET,169,AENG10
17854,MIRANDI M1,MIRANDI M1,0,BHNH028
17790,MINA VN,MINA VN,0,BHNU412
17789,MINA VN,MINA VN,0,BHNU412
17788,MINA VN,MINA VN,0,BHNU412
17784,MINA HN,MINA HN,0,BHNU409
17785,MINA HN,MINA HN,0,BHNU409
17786,MINA HN,MINA HN,0,BHNU409
184,MILOS C1 NAVY,MILOS C1 NAVY,0,AENC102A
186,MILOS C1 ECRU,MILOS C1 ECRU,0,AENC102A
17368,MILLIE V1 ECRU,MILLIE V1 ECRU,0,AENW77A
17381,MILLIE V1 BLEU ELECTRIQUE ,MILLIE V1 BLEU ELECTRIQUE,0,AENW77A
16836,MILLIE SH1 ECRU,MILLIE SH1 ECRU,0,AENB86A
17382,MILLIE SH1,MILLIE SH1,0,AENB86A
16265,MILA J1,MILA J1,0,AENJ147
16266,MILA J1,MILA J1,0,AENJ147
17852,MIKIE R1 NUDE ,MIKIE R1 NUDE,0,BHNR401
16877,MIKIE R1,MIKIE R1,0,BHNR401
17778,MFANNY,MFANNY,0,BHNU403
17779,MFANNY,MFANNY,0,BHNU403
17868,MENYA BLEU MAJORETTE ,MENYA BLEU MAJORETTE,0,AENXA001 
17867,MENYA AMANDE ,MENYA AMANDE,0,AENXA001 
17386,MARINA SH1 ROUGE ,MARINA SH1 ROUGE,0,AENB031
17387,MARINA SH1 BLEU,MARINA SH1 BLEU,0,AENB031
17330,MARIE R1,MARIE R1,0,BHNR73A
15829,MARIE R1,MARIE R1,0,BHNR73A
16299,MARGARET C1 ROSE,MARGARET C1 ROSE,0,BHNC001
16298,MARGARET C1 NUDE,MARGARET C1 NUDE,0,BHNC001
16300,MARGARET C1 NOIR,MARGARET C1 NOIR,0,BHNC001
17916,MAMBO C1 NOIR,MAMBO C1 NOIR,0,XENC430
17915,MAMBO C1 ECRU,MAMBO C1 ECRU,0,XENC430
17914,MAMBO C1 BORDEAUX,MAMBO C1 BORDEAUX,0,XENC430
16350,MALONE ML ,MALONE ML,0,BHNU415
17783,MALIKA ML,MALIKA ML,0,BHNU405
17782,MALIKA ML,MALIKA ML,0,BHNU405
17781,MALIKA ML,MALIKA ML,0,BHNU405
17780,MALIKA ML,MALIKA ML,0,BHNU405
16283,MAGNOLIA R1 ROUGE,MAGNOLIA R1 ROUGE,0,AENR206A
16203,MAGNOLIA R1,MAGNOLIA R1,0,AENR206A
15854,MAE C1 WAFFE FOIL DESS,MAE C1 WAFFE FOIL DESS,0,AENC156A
15855,MAE C1 PRINT WARIANTE,MAE C1 PRINT WARIANTE,0,AENC156A
138,MADERA V1 BLEU MARINE,MADERA V1 BLEU MARINE,0,YHNW53A
15896,MADERA V1,MADERA V1,0,YHNW53A
139,MADERA P1 FAUVE,MADERA P1 FAUVE,0,YHNP154A
131,MADERA P1 BLEU MARINE,MADERA P1 BLEU MARINE,0,YHNP154A
16163,MABELLE P1 SABLE,MABELLE P1 SABLE,0,AENP89A
95,MABELLE P1 NOIR,MABELLE P1 NOIR,0,AENP89A
17979,M-CEDRE 1,M-CEDRE 1,0,BHNU415
252,LUCILLE V1 GRIS ANTHRA,LUCILLE V1 GRIS ANTHRA,0,AENW44A
236,LUCILLE P1 GRIS ANTHRA,LUCILLE P1 GRIS ANTHRA,133,AENP78A
16284,LOVY C1 ECRU/BLEU,LOVY C1 ECRU/BLEU,0,AENC418
16846,LOVY C1,LOVY C1,0,AENC418
17286,LOVA C1,LOVA C1,486,AENC104A
4475,LOVA C1,LOVA C1,486,AENC104A
7625,LOVA C1,LOVA C1,486,AENC104A
18114,LOUNA R2 NOIR,LOUNA R2 NOIR,174,BHNR453
16659,LOUNA R2,LOUNA R2,174,BHNR453
18079,LORINA R1 BLEU MARINE,LORINA R1 BLEU MARINE,0,AENR241A
17737,LORINA R1 BLEU ELECTRIQUE ,LORINA R1 BLEU ELECTRIQUE,0,AENR241A
16837,LORINA R1,LORINA R1,0,AENR241A
17606,LORETTE R1 ROUGE ,LORETTE R1 ROUGE,0,AENR242A
17674,LORETTE R1 NUDE ,LORETTE R1 NUDE,0,AENR242A 
17673,LORETTE R1 MENTHOL,LORETTE R1 MENTHOL,0,AENR242A 
16838,LORETTE R1,LORETTE R1,0,AENR242A
16259,LOCKY MC ,LOCKY MC,0,AENT157
17307,LIZZY J1,LIZZY J1,122,BHNJ289
17301,LIZZY J1,LIZZY J1,122,BHNJ289
16059,LIVRY R1 ORANGE,LIVRY R1 ORANGE,0,AENR185A
16341,LIVRY R1 NOIR,LIVRY R1 NOIR,0,AENR185A
16080,LIPSYICK C1 ,LIPSYICK C1,0,XENC400
16176,LIPSTICK C1 ,LIPSTICK C1,0,XENC400
17918,LIGNE J1 VERT/ROSE,LIGNE J1 VERT/ROSE,0,BHNJ302
16833,LIGNE J1 ROSE/VERT,LIGNE J1 ROSE/VERT,0,BHNJ302
17919,LIGNE C2 VERT/ROSE,LIGNE C2 VERT/ROSE,0,BHNC360
16832,LIGNE C2 ROSE/VERT,LIGNE C2 ROSE/VERT,0,BHNC360
18154,LIDY T1 PURPLE,LIDY T1 PURPLE,0,AENT243A 
18153,LIDY T1 ECRU,LIDY T1 ECRU,0,AENT243A 
17513,LIDO,LIDO,0,AENXM004
17514,LIDO,LIDO,0,AENXM004
17225,LIDIA R1 ROUGE,LIDIA R1 ROUGE,0,AENR341
17224,LIDIA R1 ROSE,LIDIA R1 ROSE,0,AENR341
17226,LIDIA R1 NOIR,LIDIA R1 NOIR,0,AENR341
17736,LIBERTA R1 MELON,LIBERTA R1 MELON,0,AENR245A 
17899,LIBERTA R1 BLEU MAJORELLE,LIBERTA R1 BLEU MAJORELLE,0,AENR245A 
17636,LIBERTA C1 VANILLE,LIBERTA C1 VANILLE,0,AENC196A
16891,LIBERTA C1,LIBERTA C1,0,AENC196A
